t,X,Y,Z
0.0,5.000803956172482,5.0002480493932815,5.000057836296902
0.10526315789473684,9.797201810445033,18.226159827549107,11.4617926690006
0.21052631578947367,18.10456325213709,19.76012131441047,39.12580228011063
0.3157894736842105,8.893489006716923,-4.320661643145649,38.896906109336236
0.42105263157894735,-0.9089404043242844,-6.232891931542518,27.791856928260753
0.5263157894736842,-4.407525958880203,-6.669505537507373,22.720530878743723
0.631578947368421,-6.878218359731356,-9.575485048491073,21.377372719584663
0.7368421052631579,-10.012113378930067,-12.878108463874181,25.181418295207838
0.8421052631578947,-11.475557075237097,-10.771724474310808,31.635083640866497
0.9473684210526315,-8.825009533292173,-5.345836233721268,31.362525133773993
1.0526315789473684,-5.8197073228519605,-3.9867074914615124,26.508304156190295
1.1578947368421053,-5.124911274411384,-5.565294979538724,22.255047548764363
1.263157894736842,-6.613499318602776,-8.952995998578817,20.638586250999936
1.3684210526315788,-9.7408844091188,-12.953908934745817,24.053643758614644
1.4736842105263157,-11.805104151507438,-11.677555635869718,31.420083090660995
1.5789473684210527,-9.301191528390722,-5.516592570384953,32.16052353593261
1.6842105263157894,-5.827767425050782,-3.5466036513821115,27.087734766751254
1.789473684210526,-4.75023659777831,-4.901700937890721,22.34087235440459
1.894736842105263,-5.984216481799392,-8.143759654710532,19.991260208385608
2.0,-9.13432257200884,-12.695855451972804,22.46264859189047
