t,X,Y,Z
0.0,5.0380758349430685,5.562272546406996,4.108835274799651
0.02531645569620253,4.670383110405018,5.955274359067638,6.534888191583238
0.05063291139240506,6.648394478658196,10.48635508888853,6.566443709530644
0.0759493670886076,7.373101710354801,11.10673760636162,8.336433487031567
0.10126582278481013,7.8480304266866465,13.863319865494448,9.226963034738501
0.12658227848101267,9.590263562464937,17.073473395274437,12.134634600386367
0.1518987341772152,11.637148350832941,18.49369833869944,16.739975034217593
0.17721518987341772,13.096662748189173,19.442785122990067,21.15469708454806
0.20253164556962025,13.997162273249916,18.565475701598988,26.491520641630732
0.22784810126582278,15.821756601839565,16.256781793133623,30.732887628698904
0.25316455696202533,15.659829288455091,11.896849526934183,34.326826340355325
0.27848101265822783,13.90519610556348,7.295271522659215,35.260020554844665
0.3037974683544304,12.071998839219031,2.577307647936249,34.60225760506339
0.3291139240506329,9.382482931042151,-0.33225646983651586,33.01567847343589
0.35443037974683544,7.273033435826679,-1.6731983144526301,30.58158221561133
0.37974683544303794,5.3215095463964746,-1.7930106100815442,28.778358576676194
0.4050632911392405,1.9945245410222618,-2.463602971143266,25.31975942449852
0.43037974683544306,1.127433794764932,-3.0548789972975237,23.654900719072618
0.45569620253164556,1.4085376396578595,-2.7007357177603657,22.21981274483012
0.4810126582278481,-0.7705565601959554,-2.8063219847614684,21.65383231030659
0.5063291139240507,-0.6848967420937488,-1.9643400776800592,19.990929638547932
0.5316455696202531,-0.8864666044986254,-3.1122869927359824,18.701356562450048
0.5569620253164557,-1.713108342535787,-4.03277115108052,18.555464714703373
0.5822784810126582,-2.023766947375613,-3.1987698903423696,17.03398894926714
0.6075949367088608,-2.238836377642355,-3.4400612333068934,15.726209734760427
0.6329113924050633,-3.092415759969423,-3.1590894746205045,14.905560726661944
0.6582278481012658,-3.2213116856776205,-3.9670054261067644,14.22768818721797
0.6835443037974683,-3.7646233919484695,-4.986573955592438,13.515019342631817
0.7088607594936709,-3.691390443954666,-5.617171278683168,13.437960500347039
0.7341772151898734,-4.87529511253022,-6.690680714529682,12.4610255242378
0.7594936708860759,-4.801502435144788,-8.398202289569724,11.866061179169282
0.7848101265822784,-5.927455534574892,-7.55392439277537,13.646402675785982
0.810126582278481,-6.5530849171207874,-8.842932227171445,13.609177615891081
0.8354430379746836,-7.608929004519213,-10.989563562024694,14.810208039943175
0.8607594936708861,-8.581200772522344,-12.920780314329695,16.061111325955338
